2021-04-02 16:49:37.149992 +2.152.0.0/14
2021-04-02 16:49:37.149992 +2.152.0.0/16
2021-04-02 16:50:55.718883 -5.5.5.5/32
2021-04-02 19:37:42 -185.156.102.0/24
2021-04-02 19:37:42 +152.89.35.0/24
2021-06-24 12:32:49 + 217.198.198.0/23
2021-06-24 12:32:49 + 217.216.0.0/15
2021-06-24 12:32:49 + 2a00:e70::/32
2021-06-24 12:32:49 + 2a01:800::/32
2021-06-24 12:32:49 + 2a01:807::/32
2021-06-24 12:32:49 + 2a02:a800::/26
2021-06-24 12:32:49 + 2a02:ee80:4174::/47*[BGP/170]
2021-06-24 12:32:49 + 2a02:ee80:417a::/47*[BGP/170]
2021-06-24 12:32:49 + 2a02:ee80:4220::/48*[BGP/170]
2021-06-24 12:32:49 + 2a02:ee80:4221::/48*[BGP/170]
2021-06-24 12:32:49 + 2a02:ee80:4270::/48*[BGP/170]
2021-06-24 12:32:49 + 2a02:ee80:4271::/48*[BGP/170]
2021-06-24 12:32:49 + 2a0a:7dc0::/29
2021-06-24 12:32:49 + 2a0b:3780::/32
2021-06-24 12:32:49 + 2a0b:e140::/32
2021-06-24 12:32:49 + 2a0b:e141::/32
2021-06-24 12:32:49 + 2a0b:e142::/32
2021-06-24 12:32:49 + 2a0b:e143::/32
2021-06-24 12:32:49 + 2a0b:e144::/32
2021-06-24 12:32:49 + 2a0c:7a00::/29
2021-06-24 12:32:49 + 2a0d:a280::/29
